site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation,percent_coverage,percent_coverage_high_certainty,poly_avg_size,poly_avg_size_high_certainty,source_file
id_3522634,21,Zambia_0.05_n_474-498.csv,,KL,30.72851342663021,-12.81541930307051,True,1,2024,7,21,4,0.1430154005516516,0.054918280615192855,717.4226642863598,550.984976134817,KL_474-498
id_5103911,20,Zambia_0.05_n_474-498.csv,,KL,27.82417947900961,-12.94148052442241,False,1,2024,8,27,3,0.004646759289301344,0.0,46.439496580339146,,KL_474-498
id_5103911,20,Zambia_0.05_n_474-498.csv,,KL,27.82417947900961,-12.94148052442241,False,2,2021,9,12,1,0.0,0.0,,,KL_474-498
id_5103911,20,Zambia_0.05_n_474-498.csv,,KL,27.82417947900961,-12.94148052442241,False,3,2018,8,23,1,0.0,0.0,,,KL_474-498
id_5103911,20,Zambia_0.05_n_474-498.csv,,KL,27.82417947900961,-12.94148052442241,False,4,2018,8,23,1,0.0,0.0,,,KL_474-498
id_5103911,20,Zambia_0.05_n_474-498.csv,,KL,27.82417947900961,-12.94148052442241,False,5,2017,7,17,1,0.0,0.0,,,KL_474-498
id_5103911,20,Zambia_0.05_n_474-498.csv,,KL,27.82417947900961,-12.94148052442241,False,6,2016,8,7,1,0.0,0.0,,,KL_474-498
id_5092795,23,Zambia_0.05_n_474-498.csv,,KL,28.27368561860627,-12.505710698955502,True,1,2022,9,22,5,0.13648045632359576,0.11123882387607686,170.54458717910882,185.33714897827824,KL_474-498
id_5092795,23,Zambia_0.05_n_474-498.csv,,KL,28.27368561860627,-12.505710698955502,True,2,2022,7,12,5,0.1454767019504822,0.08859839946470617,181.78619601278592,221.42362842898288,KL_474-498
id_5092795,23,Zambia_0.05_n_474-498.csv,,KL,28.27368561860627,-12.505710698955502,True,3,2020,10,22,3,0.10150500400997194,0.0,253.67914273054885,,KL_474-498
id_5092795,23,Zambia_0.05_n_474-498.csv,,KL,28.27368561860627,-12.505710698955502,True,4,2020,8,21,3,0.09282233494624154,0.0,309.3062382423787,,KL_474-498
id_5092795,23,Zambia_0.05_n_474-498.csv,,KL,28.27368561860627,-12.505710698955502,True,5,2019,8,4,3,0.040498228903820654,0.0,202.4248939688145,,KL_474-498
id_5092795,23,Zambia_0.05_n_474-498.csv,,KL,28.27368561860627,-12.505710698955502,True,6,2018,10,11,3,0.04705911693008256,0.0,117.60900081492571,,KL_474-498
id_5092795,23,Zambia_0.05_n_474-498.csv,,KL,28.27368561860627,-12.505710698955502,True,7,2018,9,22,3,0.04433623572184013,0.0,147.73893583944334,,KL_474-498
id_5092795,23,Zambia_0.05_n_474-498.csv,,KL,28.27368561860627,-12.505710698955502,True,8,2018,8,19,4,0.14705241456491874,0.09096349961661725,367.51052257734125,454.6679472078863,KL_474-498
id_5092795,23,Zambia_0.05_n_474-498.csv,,KL,28.27368561860627,-12.505710698955502,True,9,2017,7,20,5,0.18331964113765029,0.16668073187150478,458.1489797317765,555.420333605638,KL_474-498
id_5092795,23,Zambia_0.05_n_474-498.csv,,KL,28.27368561860627,-12.505710698955502,True,10,2017,7,12,5,0.23072147042521313,0.20563904888182563,576.614777488785,685.2388507597476,KL_474-498
id_3511140,24,Zambia_0.05_n_474-498.csv,,KL,32.93965003414552,-12.291681657063265,True,1,2023,8,26,1,0.0,0.0,,,KL_474-498
id_5118805,18,Zambia_0.05_n_474-498.csv,,KL,28.315326260106136,-13.427649777980385,False,1,2018,8,13,2,0.07340251649231652,0.0,733.7988079300202,,KL_474-498
id_5118805,18,Zambia_0.05_n_474-498.csv,,KL,28.315326260106136,-13.427649777980385,False,2,2017,8,25,2,0.03671385493129661,0.0,367.0253952155272,,KL_474-498
id_5118805,18,Zambia_0.05_n_474-498.csv,,KL,28.315326260106136,-13.427649777980385,False,3,2017,7,31,2,0.036310643193976276,0.0,362.9945653837972,,KL_474-498
id_5118805,18,Zambia_0.05_n_474-498.csv,,KL,28.315326260106136,-13.427649777980385,False,4,2017,6,4,4,0.08740092011636205,0.08740092011636205,873.7394565797484,873.7394565797484,KL_474-498
id_5118805,18,Zambia_0.05_n_474-498.csv,,KL,28.315326260106136,-13.427649777980385,False,5,2016,9,9,1,0.0,0.0,,,KL_474-498
id_5118805,18,Zambia_0.05_n_474-498.csv,,KL,28.315326260106136,-13.427649777980385,False,6,2016,8,26,1,0.0,0.0,,,KL_474-498
id_5118805,18,Zambia_0.05_n_474-498.csv,,KL,28.315326260106136,-13.427649777980385,False,7,2016,8,23,1,0.0,0.0,,,KL_474-498
id_5118805,18,Zambia_0.05_n_474-498.csv,,KL,28.315326260106136,-13.427649777980385,False,8,2016,6,1,3,0.05173722189174082,0.0,517.2120120003814,,KL_474-498
id_5115695,19,Zambia_0.05_n_474-498.csv,,KL,28.000862360727528,-13.32060031010011,False,1,2023,8,3,1,0.0,0.0,,,KL_474-498
id_5115695,19,Zambia_0.05_n_474-498.csv,,KL,28.000862360727528,-13.32060031010011,False,2,2017,7,17,1,0.0,0.0,,,KL_474-498
id_5115695,19,Zambia_0.05_n_474-498.csv,,KL,28.000862360727528,-13.32060031010011,False,3,2017,6,4,1,0.0,0.0,,,KL_474-498
id_5115695,19,Zambia_0.05_n_474-498.csv,,KL,28.000862360727528,-13.32060031010011,False,4,2016,8,2,1,0.0,0.0,,,KL_474-498
id_5039025,25,Zambia_0.05_n_474-498.csv,,KL,28.692659237421186,-10.23433534907499,False,1,2020,9,3,1,0.0,0.0,,,KL_474-498
id_5230186,4,Zambia_0.05_n_474-498.csv,,KL,26.64669640584791,-17.02910105814202,False,1,2024,6,5,1,0.0,0.0,,,KL_474-498
id_5230186,4,Zambia_0.05_n_474-498.csv,,KL,26.64669640584791,-17.02910105814202,False,2,2019,7,27,1,0.0,0.0,,,KL_474-498
id_5230186,4,Zambia_0.05_n_474-498.csv,,KL,26.64669640584791,-17.02910105814202,False,3,2016,8,15,1,0.0,0.0,,,KL_474-498
id_5204648,5,Zambia_0.05_n_474-498.csv,,KL,26.45147335590992,-16.296469019625643,True,1,2023,6,20,5,0.0823595552885549,0.05627795760841977,274.33275859746664,281.1858651873058,KL_474-498
id_5204648,5,Zambia_0.05_n_474-498.csv,,KL,26.45147335590992,-16.296469019625643,True,2,2016,10,31,1,0.0,0.0,,,KL_474-498
id_5176033,7,Zambia_0.05_n_474-498.csv,,KL,28.33510352847364,-15.217382567551628,False,1,2021,9,14,5,0.812914504263486,0.7957674661765989,684.1046597818089,723.5421288889289,KL_474-498
id_5176033,7,Zambia_0.05_n_474-498.csv,,KL,28.33510352847364,-15.217382567551628,False,2,2017,10,20,5,0.4620696043570875,0.381638283126031,419.94678828638695,545.0466111239152,KL_474-498
id_5176033,7,Zambia_0.05_n_474-498.csv,,KL,28.33510352847364,-15.217382567551628,False,3,2017,8,31,5,0.19244464249990742,0.18071839556426111,192.17804204096922,199.67297281660848,KL_474-498
id_5176033,7,Zambia_0.05_n_474-498.csv,,KL,28.33510352847364,-15.217382567551628,False,4,2016,8,15,5,0.457944629790334,0.3976811111684493,763.027528677857,993.9245052496216,KL_474-498
id_5176033,7,Zambia_0.05_n_474-498.csv,,KL,28.33510352847364,-15.217382567551628,False,5,2016,7,27,5,0.4345766484256915,0.37964180704725614,434.45458586046306,542.1927465873375,KL_474-498
id_5201983,6,Zambia_0.05_n_474-498.csv,,KL,27.12536794178165,-16.215781856818776,False,1,2023,6,25,1,0.0,0.0,,,KL_474-498
id_5201983,6,Zambia_0.05_n_474-498.csv,,KL,27.12536794178165,-16.215781856818776,False,2,2018,10,20,1,0.0,0.0,,,KL_474-498
id_5201983,6,Zambia_0.05_n_474-498.csv,,KL,27.12536794178165,-16.215781856818776,False,3,2018,8,18,1,0.0,0.0,,,KL_474-498
id_5232365,2,Zambia_0.05_n_474-498.csv,,KL,27.426713432340502,-17.092235273830457,False,1,2023,8,8,1,0.0,0.0,,,KL_474-498
id_5232365,2,Zambia_0.05_n_474-498.csv,,KL,27.426713432340502,-17.092235273830457,False,2,2018,10,8,1,0.0,0.0,,,KL_474-498
id_5231710,3,Zambia_0.05_n_474-498.csv,,KL,26.571426112999102,-17.074152820049626,False,1,2018,6,30,3,6.073028308752158,0.0,60685.017905598375,,KL_474-498
id_5231710,3,Zambia_0.05_n_474-498.csv,,KL,26.571426112999102,-17.074152820049626,False,2,2016,8,15,1,0.0,0.0,,,KL_474-498
id_5239907,1,Zambia_0.05_n_474-498.csv,,KL,26.72143267163637,-17.31847493174735,True,1,2023,6,30,2,0.013790801040319833,0.0,137.80228834332883,,KL_474-498
id_5239907,1,Zambia_0.05_n_474-498.csv,,KL,26.72143267163637,-17.31847493174735,True,2,2020,8,1,3,0.0345240250895577,0.0,344.9689135181442,,KL_474-498
id_5239907,1,Zambia_0.05_n_474-498.csv,,KL,26.72143267163637,-17.31847493174735,True,3,2019,7,27,2,0.024085744751949877,0.0,240.67251273411168,,KL_474-498
