site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation
id_1038595,25,Zambia_0.05_n_350-374.csv,,DSB,31.98482800065203,-9.0124180895378,true,2,2018,8,28,1
id_1038595,25,Zambia_0.05_n_350-374.csv,,DSB,31.98482800065203,-9.0124180895378,true,3,2016,6,12,1
id_5207439,4,Zambia_0.05_n_350-374.csv,,DSB,26.30139404341774,-16.38642189222275,false,1,2023,6,10,1
id_5178070,5,Zambia_0.05_n_350-374.csv,,DSB,27.599780615963017,-15.274791252075378,false,1,2023,10,7,5
id_5178070,5,Zambia_0.05_n_350-374.csv,,DSB,27.599780615963017,-15.274791252075378,false,2,2018,8,29,1
id_5178070,5,Zambia_0.05_n_350-374.csv,,DSB,27.599780615963017,-15.274791252075378,false,3,2018,8,26,1
id_5178070,5,Zambia_0.05_n_350-374.csv,,DSB,27.599780615963017,-15.274791252075378,false,4,2017,9,8,1
id_5178070,5,Zambia_0.05_n_350-374.csv,,DSB,27.599780615963017,-15.274791252075378,false,5,2016,8,30,1
id_5148893,7,Zambia_0.05_n_350-374.csv,,DSB,28.989276463759257,-14.489618507884554,true,1,2023,7,23,1
id_5148893,7,Zambia_0.05_n_350-374.csv,,DSB,28.989276463759257,-14.489618507884554,true,2,2020,8,1,1
id_5151319,6,Zambia_0.05_n_350-374.csv,,DSB,28.39617918821602,-14.584284179917526,false,1,2024,6,2,1
id_5151319,6,Zambia_0.05_n_350-374.csv,,DSB,28.39617918821602,-14.584284179917526,false,2,2021,6,12,1
id_5151319,6,Zambia_0.05_n_350-374.csv,,DSB,28.39617918821602,-14.584284179917526,false,3,2019,10,22,1
id_5151319,6,Zambia_0.05_n_350-374.csv,,DSB,28.39617918821602,-14.584284179917526,false,4,2018,8,10,1
id_5151319,6,Zambia_0.05_n_350-374.csv,,DSB,28.39617918821602,-14.584284179917526,false,5,2016,9,11,1
id_5240605,2,Zambia_0.05_n_350-374.csv,,DSB,27.3049248414438,-17.336514856548938,false,1,2023,6,14,5
id_5240605,2,Zambia_0.05_n_350-374.csv,,DSB,27.3049248414438,-17.336514856548938,false,2,2018,8,18,1
id_5240605,2,Zambia_0.05_n_350-374.csv,,DSB,27.3049248414438,-17.336514856548938,false,3,2016,6,1,1
id_5218235,3,Zambia_0.05_n_350-374.csv,,DSB,28.072951202329463,-16.692158688348744,false,1,2017,10,12,1
id_5242106,1,Zambia_0.05_n_350-374.csv,,DSB,26.04357977346716,-17.37965344104568,false,1,2017,6,16,1
